Server	Update Name	Rating
mnhqcfile01-ret	Security Update for Microsoft .NET Framework 3.5 SP1 on Windows XP, Server 2003, Vista, Server 2008 x86 (KB2657424)	Critical	
mnhqcfile01-ret	Security Update for Windows Server 2003 (KB2639417)	Critical	
mnhqcfile01-ret	Security Update for Windows Server 2003 (KB2620712)	Important	
mnhqcfile01-ret	Security Update for Windows Server 2003 (KB2592799)	Important	
mnhqcfile01-ret	Cumulative Security Update for Internet Explorer 7 for Windows Server 2003 (KB2618444)	Low	
mnhqcfile01-ret	Security Update for Microsoft .NET Framework 2.0 SP2 on Windows Server 2003 and Windows XP x86 (KB2572073)	Critical	
mnhqcfile01-ret	Update for Windows Server 2003 (KB2633952)		
mnhqcfile01-ret	Windows Malicious Software Removal Tool - December 2011 (KB890830)		
mnhqcfile01-ret	Windows SharePoint Services 3.0 Service Pack 3 (KB2526305)		
scorp003w	Security Update for Microsoft Office 2007 suites (KB2596785)	Important	
scorp003w	Security Update for Microsoft Office PowerPoint 2007 (KB2596912)	Important	
scorp003w	Security Update for Microsoft Office PowerPoint 2007 (KB2596764)	Important	
scorp003w	Security Update for Windows Server 2003 (KB2633171)	Important	
scorp003w	Security Update for Microsoft .NET Framework 1.1 SP1 on Windows Server 2003 and Windows Server 2003 R2 x86 (KB2572069)	Critical	
scorp003w	Security Update for Windows Server 2003 (KB2624667)	Important	
scorp003w	Security Update for Microsoft .NET Framework 1.1 SP1 on Windows Server 2003 and Windows Server 2003 R2 x86 (KB2656358)	Critical	
scorp003w	Cumulative Security Update for Internet Explorer 8 for Windows Server 2003 (KB2618444)	Low	
scorp003w	Security Update for Windows Server 2003 (KB2544893)	Low	
scorp003w	Security Update for Microsoft .NET Framework 2.0 SP2 on Windows Server 2003 and Windows XP x86 (KB2656352)	Critical	
scorp003w	Cumulative Security Update for ActiveX Killbits for Windows Server 2003 (KB2618451)	Critical	
scorp003w	Security Update for Windows Server 2003 (KB2564958)	Important	
scorp003w	Security Update for Microsoft .NET Framework 3.5 SP1 on Windows XP, Server 2003, Vista, Server 2008 x86 (KB2657424)	Critical	
scorp003w	Security Update for Windows Server 2003 (KB2639417)	Critical	
scorp003w	Security Update for Windows Server 2003 (KB2620712)	Important	
scorp003w	Security Update for Windows Server 2003 (KB2592799)	Important	
scorp003w	Security Update for Microsoft .NET Framework 2.0 SP2 on Windows Server 2003 and Windows XP x86 (KB2572073)	Critical	
scorp003w	Update for Windows Server 2003 (KB2633952)		
scorp003w	Windows Malicious Software Removal Tool - December 2011 (KB890830)		
